ob_above_pip_1m,ob_above_thickness_pip_1m,ob_below_pip_1m,ob_below_thickness_pip_1m,fvg_above_pip_1m,fvg_above_size_pip_1m,fvg_below_pip_1m,fvg_below_size_pip_1m,fib_0_pip_1m,fib_236_pip_1m,fib_382_pip_1m,fib_500_pip_1m,fib_618_pip_1m,fib_786_pip_1m,fib_1000_pip_1m,vwap_pip_1m,vwap_u1_pip_1m,vwap_l1_pip_1m,vwap_u2_pip_1m,vwap_l2_pip_1m,vwap_band1_thickness_pip_1m,vwap_band2_thickness_pip_1m,vp_poc_pip_1m,vp_vah_pip_1m,vp_val_pip_1m,vp_va_thickness_pip_1m,mtf_pdh_pip_1m,mtf_pdl_pip_1m,mtf_pwh_pip_1m,mtf_pwl_pip_1m,structure_above_pip_1m,structure_above_kind_1m,structure_below_pip_1m,structure_below_kind_1m,eq_above_pip_1m,eq_above_kind_1m,eq_below_pip_1m,eq_below_kind_1m,ob_above_pip_10m,ob_above_thickness_pip_10m,ob_below_pip_10m,ob_below_thickness_pip_10m,fvg_above_pip_10m,fvg_above_size_pip_10m,fvg_below_pip_10m,fvg_below_size_pip_10m,fib_0_pip_10m,fib_236_pip_10m,fib_382_pip_10m,fib_500_pip_10m,fib_618_pip_10m,fib_786_pip_10m,fib_1000_pip_10m,vwap_pip_10m,vwap_u1_pip_10m,vwap_l1_pip_10m,vwap_u2_pip_10m,vwap_l2_pip_10m,vwap_band1_thickness_pip_10m,vwap_band2_thickness_pip_10m,vp_poc_pip_10m,vp_vah_pip_10m,vp_val_pip_10m,vp_va_thickness_pip_10m,mtf_pdh_pip_10m,mtf_pdl_pip_10m,mtf_pwh_pip_10m,mtf_pwl_pip_10m,structure_above_pip_10m,structure_above_kind_10m,structure_below_pip_10m,structure_below_kind_10m,eq_above_pip_10m,eq_above_kind_10m,eq_below_pip_10m,eq_below_kind_10m,ob_above_pip_1h,ob_above_thickness_pip_1h,ob_below_pip_1h,ob_below_thickness_pip_1h,fvg_above_pip_1h,fvg_above_size_pip_1h,fvg_below_pip_1h,fvg_below_size_pip_1h,fib_0_pip_1h,fib_236_pip_1h,fib_382_pip_1h,fib_500_pip_1h,fib_618_pip_1h,fib_786_pip_1h,fib_1000_pip_1h,vwap_pip_1h,vwap_u1_pip_1h,vwap_l1_pip_1h,vwap_u2_pip_1h,vwap_l2_pip_1h,vwap_band1_thickness_pip_1h,vwap_band2_thickness_pip_1h,vp_poc_pip_1h,vp_vah_pip_1h,vp_val_pip_1h,vp_va_thickness_pip_1h,mtf_pdh_pip_1h,mtf_pdl_pip_1h,mtf_pwh_pip_1h,mtf_pwl_pip_1h,structure_above_pip_1h,structure_above_kind_1h,structure_below_pip_1h,structure_below_kind_1h,eq_above_pip_1h,eq_above_kind_1h,eq_below_pip_1h,eq_below_kind_1h,atr_1m,volume_1m,ema9_volume_1m,trails_3m,trails_5m,trails_10m,trails_15m
10,20,162,50,107,60,1,2,73,31.2280000000028,5.3859999999986,15.5,36.3859999999986,66.122000000003,104,24.1797291467083,315.141121200359,266.781662906942,606.102513254024,557.743054960607,581.922784107314,1163.84556821463,17.4800000002724,398.853333333303,267.280000000086,666.13333333339,25425,24681,25609,20305,18,BOS,-3,CHoCH,,NONE,,NONE,573.5,47,375,310,87,28,643,30,603,277.555999999997,76.2219999999943,86.5,249.221999999994,480.894,776,33.4744632412476,269.384099145856,336.333025628352,572.242661532975,639.19158801547,605.717124774222,1211.43424954844,94.5200000000623,355.953333333266,379.513333333423,735.466666666689,25425,24681,25609,20305,363,CHoCH,-11,BOS,,NONE,,NONE,,,601.5,349,252.5,39,,,,,,,,,,24.7458825242793,258.436362176755,307.928127225314,541.618606877775,591.110371926334,566.364489402056,1132.72897880411,85.3266666669224,300.793333333248,434.673333333427,735.466666666674,25425,24681,25609,20305,,NONE,-65,BOS,,NONE,,NONE,7.53612428005945,305,159.409714146385,0,0,0,0
128.833333333328,33,33.6666666666715,50,96.8333333333285,25,,,201.333333333328,159.561333333331,133.719333333327,112.833333333328,91.9473333333299,62.2113333333255,24.3333333333285,195.408579736933,455.942496312433,65.125336838566,716.476412887947,325.65925341408,521.067833151011,1042.13566630202,108.53333333334,432.773333333331,138.506666666668,571.279999999999,25553.3333333333,24809.3333333333,25737.3333333333,20433.3333333333,24.3333333333285,BOS,-91.6666666666715,BOS,,NONE,,NONE,701.833333333328,47,246.666666666672,310,215.333333333328,28,514.666666666672,30,731.333333333328,405.889333333325,204.555333333323,41.8333333333285,120.888666666666,352.560666666672,647.666666666672,94.8416131448175,396.584268600142,206.901042310506,698.326924055465,508.64369776583,603.48531091065,1206.9706218213,33.8133333332662,484.286666666594,251.180000000095,735.466666666689,25553.3333333333,24809.3333333333,25737.3333333333,20433.3333333333,63.3333333333285,BOS,-298.666666666672,CHoCH,,NONE,,NONE,,,473.166666666672,349,380.833333333328,39,,,,,,,,,,103.587450809049,386.769695510084,179.594793891985,669.951940211104,462.777038593005,566.364489402056,1132.72897880411,43.0066666664061,429.126666666576,306.340000000098,735.466666666674,25553.3333333333,24809.3333333333,25737.3333333333,20433.3333333333,63.3333333333285,BOS,,NONE,,NONE,,NONE,8.26278837367103,291,165.951834986363,0,0,0,0
2.16666666667152,33,110.833333333328,55,108.666666666672,60,62.3333333333285,16,74.6666666666715,32.8946666666743,7.05266666667012,13.8333333333285,34.7193333333271,64.4553333333315,102.333333333328,111.503935282322,348.175267352082,125.167396787438,584.846599421842,361.838728857198,473.342664139524,946.685328279048,16.9133333333448,293.72666666664,242.833333333372,536.560000000012,25426.6666666667,24682.6666666667,25610.6666666667,20306.6666666667,19.6666666666715,BOS,-1.33333333332848,CHoCH,,NONE,,NONE,575.166666666672,47,373.333333333328,310,88.6666666666715,28,641.333333333328,30,290.333333333328,79.1133333333273,51.5566666666709,157.166666666672,262.776666666672,413.136666666673,604.666666666672,32.0593865374831,269.108146857267,333.226919932233,570.275680252031,634.394453326997,602.335066789512,1204.67013357902,92.8533333333908,357.619999999937,368.653333333423,726.27333333336,25426.6666666667,24682.6666666667,25610.6666666667,20306.6666666667,364.666666666672,CHoCH,-9.33333333332848,BOS,,NONE,,NONE,,,599.833333333328,349,254.166666666672,39,,,,,,,,,,23.6123507818556,258.180023537439,305.404725101151,539.97239785672,587.197099420431,563.584748638579,1127.16949727716,83.6600000002509,302.459999999919,423.813333333426,726.273333333345,25426.6666666667,24682.6666666667,25610.6666666667,20306.6666666667,,NONE,-63.3333333333285,BOS,,NONE,,NONE,7.7191266606046,180,92.4482782533275,0,0,0,0
3.5,41,111,70,253,60,,,171,127.812000000005,101.093999999997,79.5,57.9060000000027,27.1619999999966,12,303.714347797213,536.088592961998,71.3401026324282,768.462838126783,161.034142532357,464.748490329566,929.496980659132,129.366666666669,475.433333333262,91.4000000000087,566.83333333327,25571,24827,25755,20451,42,BOS,-82,BOS,,NONE,,NONE,719.5,47,229,310,233,28,497,30,379,255.100000000006,178.449999999997,116.5,54.5500000000029,33.6499999999942,146,111.785950964637,411.065739797777,187.493837868504,710.345528630933,486.773626701659,598.559577666294,1197.11915533259,51.4799999999377,501.953333333266,215.126666666765,717.080000000031,25571,24827,25755,20451,81,BOS,-281,CHoCH,,NONE,,NONE,,,455.5,349,398.5,39,,,,,,,,,,120.447041888692,401.18430347291,160.290219695526,681.921565057142,441.027481279758,561.474523168448,1122.9490463369,60.6733333330776,446.793333333248,279.480000000098,726.273333333345,25571,24827,25755,20451,81,BOS,,NONE,,NONE,,NONE,10.4998745386263,137,93.6728939716589,0,0,0,0
36.5,83,86,58,,,166.5,19,130,173.187999999995,199.906000000003,221.5,243.093999999997,273.838000000003,313,12.4686178442789,226.435684946671,251.372920635229,465.339987737621,490.277223426179,477.808605581895,955.617211163791,171.633333333331,180.39999999998,434.166666666672,614.566666666651,25270,24526,25454,20150,233,BOS,-26,BOS,,NONE,,NONE,418.5,47,264,96,80.5,73,798,30,78,45.8999999999942,122.550000000003,184.5,246.449999999997,334.649999999994,447,188.992674816196,109.304656884109,487.290006516501,407.6019885844,785.587338216792,596.594663400597,1193.18932680119,249.520000000062,200.953333333266,516.126666666765,717.080000000031,25270,24526,25454,20150,208,CHoCH,-130,CHoCH,,NONE,,NONE,,,756.5,349,97.5,39,,,,,,,,,,180.552958111308,100.18430347291,461.290219695526,380.921565057142,742.027481279758,561.474523168448,1122.9490463369,240.326666666922,145.793333333248,580.480000000098,726.273333333345,25270,24526,25454,20150,,NONE,-220,BOS,,NONE,,NONE,13.2174333338475,296,204.796010644801,0,1,4,4
129.166666666672,41,,,92.6666666666715,28,,,1385.66666666667,1342.47866666668,1315.76066666667,1294.16666666667,1272.57266666667,1241.82866666667,1202.66666666667,1211.63441483819,1612.10435273821,811.164476938167,2012.57429063825,410.69453903813,800.939875800054,1601.87975160011,1332.60000000001,1531.21333333333,1183.64,347.573333333334,26785.6666666667,26041.6666666667,26969.6666666667,21665.6666666667,18.6666666666715,BOS,,NONE,,NONE,,NONE,1527.66666666667,132,,,182.166666666672,69,,,1593.66666666667,1469.76666666668,1393.11666666667,1331.16666666667,1269.21666666667,1181.01666666668,1068.66666666667,1268.55839694875,1637.10298569156,900.013808205942,2005.64757443435,531.46921946315,737.089177485605,1474.17835497121,1261.69333333331,1707.99999999997,920.39999999998,787.599999999991,26785.6666666667,26041.6666666667,26969.6666666667,21665.6666666667,704.666666666672,CHoCH,,NONE,,NONE,,NONE,1808.66666666667,170,,,1613.16666666667,39,,,,,,,,,,1278.17186322536,1623.34853899064,932.995187460081,1968.52521475592,587.818511694801,690.353351530564,1380.70670306113,1274.81999999986,1668.61999999997,907.273333333287,761.346666666679,26785.6666666667,26041.6666666667,26969.6666666667,21665.6666666667,584.666666666672,CHoCH,,NONE,,NONE,,NONE,10.9723997287845,209,143.624494153683,0,0,0,0
277,56,4.5,41,134.5,5,43.5,1,1252,1208.81200000001,1182.094,1160.5,1138.906,1108.162,1069,1028.86324192991,1434.60214033914,623.124343520685,1840.34103874835,217.385445111475,811.47779681844,1622.95559363688,1203.07999999999,1386.22666666665,1052.25333333333,333.973333333328,26652,25908,26836,21532,163,BOS,-14,CHoCH,,NONE,,NONE,1394,132,,,48.5,69,,,1460,1336.10000000001,1259.45,1197.5,1135.55,1047.35000000001,935,1130.89085670412,1505.33117508177,756.450538326477,1879.7714934594,382.010219948846,748.880636755281,1497.76127351056,1141.96000000005,1565.64000000004,784.480000000054,781.159999999989,26652,25908,26836,21532,571,CHoCH,,NONE,,NONE,,NONE,1675,170,,,1479.5,39,,,,,,,,,,1144.50519655869,1489.68187232397,799.32852079341,1834.85854808925,454.151845028129,690.353351530564,1380.70670306113,1141.15333333319,1534.95333333329,773.606666666616,761.346666666679,26652,25908,26836,21532,451,CHoCH,,NONE,,NONE,,NONE,8.74829173039712,108,89.9951462322989,0,0,0,2
99.8333333333285,43,4.16666666667152,17,143.333333333328,8,,,1622.33333333333,1579.14533333333,1552.42733333333,1530.83333333333,1509.23933333333,1478.49533333333,1439.33333333333,914.519920565508,1491.39297360851,337.646867522504,2068.26602665153,239.226185520514,1153.74610608602,2307.49221217204,1568.33333333333,1772.67333333334,474.513333333321,1298.16000000002,27022.3333333333,26278.3333333333,27206.3333333333,21902.3333333333,8.33333333332848,BOS,,NONE,,NONE,,NONE,1764.33333333333,132,,,269.833333333328,55,,,1830.33333333333,1706.43333333333,1629.78333333333,1567.83333333333,1505.88333333333,1417.68333333333,1305.33333333333,1472.54795585132,1892.28298263621,1052.81292906642,2312.0180094211,633.07790228154,839.470053569783,1678.94010713957,1500.67999999995,1943.27999999994,1131.84666666661,811.433333333334,27022.3333333333,26278.3333333333,27206.3333333333,21902.3333333333,941.333333333328,CHoCH,,NONE,,NONE,,NONE,2045.33333333333,170,,,421.833333333328,71,,,,,,,,,,1485.25433549838,1881.28163899935,1089.2270319974,2277.30894250034,693.199728496416,792.054607001956,1584.10921400391,1515.43333333309,1899.01999999992,1117.09333333327,781.926666666652,27022.3333333333,26278.3333333333,27206.3333333333,21902.3333333333,821.333333333328,CHoCH,,NONE,,NONE,,NONE,7.67818575059912,207,106.513597669709,0,0,0,4
6.16666666667152,43,,,49.6666666666715,8,60.3333333333285,12,1528.66666666667,1485.47866666668,1458.76066666667,1437.16666666667,1415.57266666667,1384.82866666667,1345.66666666667,802.742615982614,1380.23438936258,225.250842602647,1957.72616274253,352.240930777305,1154.98354675992,2309.96709351985,1488.33333333333,1693.46666666666,293.733333333337,1399.73333333332,26928.6666666667,26184.6666666667,27112.6666666667,21808.6666666667,25.6666666666715,BOS,-11.3333333333285,CHoCH,,NONE,,NONE,1670.66666666667,132,,,176.166666666672,55,,,1736.66666666667,1612.76666666668,1536.11666666667,1474.16666666667,1412.21666666667,1324.01666666668,1211.66666666667,1376.55224061855,1799.90254815936,953.20193307774,2223.25285570016,529.851625536932,846.700615081618,1693.40123016324,1416.8666666667,1683.26666666681,884.06666666668,799.200000000128,26928.6666666667,26184.6666666667,27112.6666666667,21808.6666666667,847.666666666672,CHoCH,,NONE,,NONE,,NONE,1951.66666666667,170,,,328.166666666672,71,,,,,,,,,,1391.58766883172,1787.6149723327,995.560365330748,2183.64227583368,599.533061829759,792.054607001956,1584.10921400391,1421.76666666643,1805.35333333326,1023.42666666661,781.926666666652,26928.6666666667,26184.6666666667,27112.6666666667,21808.6666666667,727.666666666672,CHoCH,,NONE,,NONE,,NONE,7.76973670177827,225,116.10589568441,0,0,4,7
251.333333333328,50,,,37.8333333333285,7,,,1783.33333333333,1740.14533333333,1713.42733333333,1691.83333333333,1670.23933333333,1639.49533333333,1600.33333333333,927.262897375942,1523.19493382746,331.330860924427,2119.12697027896,264.601175527074,1191.86407290302,2383.72814580604,1718.15333333334,1941.53333333333,456.713333333333,1484.81999999999,27183.3333333333,26439.3333333333,27367.3333333333,22063.3333333333,62.3333333333285,CHoCH,-4.66666666667152,BOS,,NONE,,NONE,1925.33333333333,132,,,430.833333333328,55,,,1991.33333333333,1867.43333333333,1790.78333333333,1728.83333333333,1666.88333333333,1578.68333333333,1466.33333333333,1615.31320476288,2064.41764301236,1166.20876651339,2513.52208126184,717.104328263915,898.208876498965,1796.41775299793,1657.81333333332,2117.55999999998,1277.33333333333,840.226666666655,27183.3333333333,26439.3333333333,27367.3333333333,22063.3333333333,1102.33333333333,CHoCH,,NONE,,NONE,,NONE,2206.33333333333,170,,,362.833333333328,59,,,,,,,,,,1627.91666010929,2056.06209596277,1199.7712242558,2484.20753181627,771.625788402307,856.290871706974,1712.58174341395,1673.66666666664,2069.99999999999,1261.47999999998,808.520000000004,27183.3333333333,26439.3333333333,27367.3333333333,22063.3333333333,982.333333333328,CHoCH,,NONE,,NONE,,NONE,9.22643550043804,157,154.03027344924,0,0,0,0
51.5,27,308,50,,,50,10,,,,,,,,260.137773060007,827.400456954725,307.124910834711,1394.66314084946,874.387594729444,1134.52536778945,2269.05073557889,297.01999999999,465.873333333351,481.166666666657,947.040000000008,26701,25957,26885,21581,35,CHoCH,-4,CHoCH,,NONE,,NONE,1443,132,,,97.5,69,51.5,55,1509,1385.10000000001,1308.45,1246.5,1184.55,1096.35000000001,984,1100.60742389651,1592.14601731117,609.068830481847,2083.68461072585,117.530237067171,983.077186829336,1966.15437365867,1172.25333333337,1617.08000000005,775.086666666699,841.993333333347,26701,25957,26885,21581,620,CHoCH,,NONE,,NONE,,NONE,1724,170,,,100.5,71,119.5,59,,,,,,,,1125.83941705512,1583.69121918196,667.987614928279,2041.54302130881,210.135812801425,915.703604253691,1831.40720850738,1188.14000000016,1569.42000000006,759.200000000084,810.219999999972,26701,25957,26885,21581,500,CHoCH,,NONE,,NONE,,NONE,8.80080689242688,186,135.170871097479,0,0,0,0
214.333333333328,52,96.1666666666715,33,65.3333333333285,42,,,357.333333333328,313.201333333331,285.899333333335,263.833333333328,241.767333333322,210.351333333325,170.333333333328,200.204140026486,343.497976114333,56.9103039386391,486.791812202166,86.3835321491933,286.587672175686,573.175344351372,199.17333333331,330.833333333328,0.586666666684323,331.420000000013,27092.3333333333,26348.3333333333,27276.3333333333,21972.3333333333,50.3333333333285,CHoCH,-28.6666666666715,CHoCH,,NONE,,NONE,302.833333333328,109,,,158.333333333328,6,,,112.666666666672,362.401333333328,656.299333333329,893.833333333328,1131.36733333333,1469.55133333332,1900.33333333333,1458.6900237907,1984.72909327774,932.650954303652,2510.7681627648,406.611884816593,1052.0781389741,2104.1562779482,1563.5866666667,2008.41333333337,1150.53333333338,857.87999999999,27092.3333333333,26348.3333333333,27276.3333333333,21972.3333333333,170.333333333328,BOS,,NONE,,NONE,,NONE,2115.33333333333,170,,,491.833333333328,71,,,,,,,,,,1475.45595548522,1978.60779261004,972.304118360393,2481.75962973486,469.152281235569,1006.30367424965,2012.6073484993,1579.47333333349,1960.75333333338,1102.87333333339,857.87999999999,27092.3333333333,26348.3333333333,27276.3333333333,21972.3333333333,891.333333333328,CHoCH,,NONE,,NONE,,NONE,8.59207411612175,308,149.047479893073,0,0,0,0
86,52,92,24,48.5,23,47,66,229,184.868000000002,157.566000000006,135.5,113.433999999994,82.0179999999964,42,36.859381478891,160.592929977342,86.8741670195595,284.326478475778,210.607715517996,247.467096996892,494.934193993785,7.18666666667559,170.300000000003,102.819999999992,273.119999999995,26964,26220,27148,21844,3,BOS,-2,BOS,,NONE,,NONE,174.5,109,,,30,6,,,241,234.067999999999,527.966,765.5,1003.034,1341.21799999999,1772,1322.70112918418,1857.20330356076,788.198954807594,2391.70547793736,253.696780430997,1069.00434875317,2138.00869750635,1435.25333333337,1880.08000000005,1006.31333333338,873.766666666663,26964,26220,27148,21844,42,BOS,,NONE,,NONE,,NONE,1987,170,,,363.5,71,,,,,,,,,,1332.26067470977,1852.23896500336,812.28238441619,2372.21725529693,292.304094122621,1039.95658058716,2079.91316117431,1451.14000000016,1832.42000000006,958.653333333394,873.766666666663,26964,26220,27148,21844,763,CHoCH,,NONE,,NONE,,NONE,9.7414584507038,138,119.859491943743,0,0,4,6
85.6666666666715,24,,,64.6666666666715,18,,,775.666666666672,731.534666666674,704.232666666678,682.166666666672,660.100666666665,628.684666666668,588.666666666672,468.89082286536,659.427424833601,278.354220897119,849.964026801856,87.8176189288642,381.073203936491,762.146407872983,545.106666666674,722.426666666666,373.506666666668,348.919999999998,27510.6666666667,26766.6666666667,27694.6666666667,22390.6666666667,98.6666666666715,BOS,-14.3333333333285,BOS,,NONE,,NONE,757.666666666672,132,,,336.166666666672,55,,,823.666666666672,701.418666666665,625.790666666668,564.666666666672,503.542666666675,416.51866666667,305.666666666672,1829.35210488099,2416.46405299084,1242.24015677115,3003.57600110069,655.128208661292,1174.2238962197,2348.4477924394,1972.96666666669,2423.4666666667,1522.46666666669,901.000000000015,27510.6666666667,26766.6666666667,27694.6666666667,22390.6666666667,305.666666666672,BOS,,NONE,,NONE,,NONE,705.666666666672,234,,,910.166666666672,71,,,,,,,,,,1846.27605024754,2410.60437261767,1281.94772787741,2974.93269498779,717.619405507299,1128.65664474025,2257.31328948049,1999.63333333321,2390.49999999996,1466.6333333333,923.866666666654,27510.6666666667,26766.6666666667,27694.6666666667,22390.6666666667,305.666666666672,BOS,,NONE,,NONE,,NONE,11.6014761576756,242,255.053224610661,0,0,0,0
33.6666666666715,64,327.833333333328,47,,,224.833333333328,13,558.333333333328,365.757333333328,246.621333333329,150.333333333328,54.045333333328,83.0426666666754,257.666666666672,130.950126014344,65.4865013635281,327.386753392217,261.9231287414,523.823380770089,392.873254755739,785.746509511479,286.013333333336,53.8266666666168,383.933333333334,437.759999999951,26992.6666666667,26248.6666666667,27176.6666666667,21872.6666666667,11.6666666666715,BOS,-0.333333333328483,BOS,,NONE,,NONE,239.666666666672,132,,,389.166666666672,69,82.8333333333285,93,305.666666666672,183.418666666665,107.790666666668,46.6666666666715,14.4573333333246,101.48133333333,212.333333333328,1247.97340415817,1903.06693712855,592.87987118779,2558.16047009894,62.2136617826036,1310.18706594077,2620.37413188154,1475.23333333329,1966.45333333329,947.626666666649,1018.82666666665,26992.6666666667,26248.6666666667,27176.6666666667,21872.6666666667,70.6666666666715,BOS,-212.333333333328,BOS,,NONE,,NONE,187.666666666672,234,,,392.166666666672,71,,,,,,,,,,1284.26074925468,1902.62403796458,665.897460544787,2520.98732667447,47.5341718348936,1236.72657741978,2473.45315483956,1475.23333333321,1911.87333333328,929.433333333305,982.439999999973,26992.6666666667,26248.6666666667,27176.6666666667,21872.6666666667,791.666666666672,CHoCH,-212.333333333328,BOS,,NONE,,NONE,17.1362244843019,2505,1706.95604390634,0,0,0,0
362,74,81,64,284.5,81,,,113,79.5760000000009,198.712,295,391.288,528.376000000004,703,304.121973498157,493.611480444975,114.632466551338,683.100987391808,74.8570403954946,378.979013893648,757.958027787296,159.319999999992,476.119999999981,61.3999999999942,414.719999999987,27438,26694,27622,22318,25,CHoCH,-87,BOS,,NONE,,NONE,685,132,,,834.5,69,,,751,628.751999999993,553.123999999996,492,430.876000000004,343.851999999999,233,1643.61328416492,2343.32120067066,943.905367659187,3043.02911717638,244.197451153464,1399.41583301146,2798.83166602293,1920.56666666662,2448.1733333333,1392.95999999998,1055.21333333332,27438,26694,27622,22318,233,BOS,,NONE,,NONE,,NONE,633,234,,,837.5,71,,,,,,,,,,1729.59408258801,2347.9573712979,1111.23079387812,2966.3206600078,492.867505168222,1236.72657741978,2473.45315483956,1920.56666666653,2357.20666666661,1374.76666666663,982.439999999973,27438,26694,27622,22318,233,BOS,,NONE,,NONE,,NONE,25.4013201573861,2693,2014.67666748098,0,0,0,2
,,1106,104,,,880,82,2221,2028.424,1909.288,1813,1716.712,1579.624,1405,1503.60194321703,1039.01083741762,1968.19304901644,574.419731618196,2432.78415481586,929.182211598826,1858.36442319765,1941.66666666666,1284.36666666662,2175.37333333332,891.006666666697,25330,24586,25514,20210,,NONE,-868,BOS,,NONE,,NONE,72,132,2139,112,,,1244,16,1357,1479.24800000001,1554.876,1616,1677.124,1764.148,1875,560.67011954468,163.323346484322,1284.66358557368,887.316812513323,2008.65705160268,1447.98693205801,2895.97386411602,187.433333333378,503.913333333301,769.620000000024,1273.53333333333,25330,24586,25514,20210,268,CHoCH,-70,CHoCH,,NONE,,NONE,353,170,2037.5,367,157.5,39,642,750,,,,,,,,494.118204491271,191.539300894001,1179.77570987654,877.196806279288,1865.43321526183,1371.31501077056,2742.63002154111,169.240000000136,376.55999999991,733.233333333366,1109.79333333328,25330,24586,25514,20210,,NONE,-160,BOS,,NONE,,NONE,43.6906409501542,6679,4168.15976438672,0,0,0,0
173.5,105,508,104,265.5,3,110,148,571,448.516000000003,372.741999999998,311.5,250.258000000002,163.066000000006,52,381.200398361441,337.038283709058,1099.43908043194,1055.27696577957,1817.67776250246,1436.47736414101,2872.95472828203,361.660000000105,762.160000000091,968,1730.16000000009,25928,25184,26112,20808,43,BOS,-270,BOS,,NONE,,NONE,448,246,1542,162,,,45.5,449,1623,1419.09600000001,1292.952,1191,1089.048,943.895999999993,759,81.9670902074722,750.712243321119,586.778062906174,1419.45739643478,1255.52321601984,1337.49030622731,2674.98061245461,410.566666666622,992.753333333283,117.040000000023,1109.79333333331,25928,25184,26112,20808,8,BOS,-153,CHoCH,,NONE,,NONE,951,170,1439.5,367,836.5,59,1053.5,405,,,,,,,,119.419783382313,732.247775382901,493.408208618275,1345.07576738347,1106.23620061885,1225.65598400116,2451.31196800233,410.566666666535,956.366666666581,135.233333333366,1091.59999999995,25928,25184,26112,20808,438,BOS,-273,CHoCH,,NONE,,NONE,22.5744057971719,1376,854.150966197119,0,0,0,0
20.8333333333285,115,206.166666666672,71,,,131.666666666672,64,471.666666666672,323.458666666673,231.770666666678,157.666666666672,83.5626666666649,21.9413333333214,156.333333333328,716.294637608866,11.1820481137402,1421.40722710399,693.930541381385,2126.51981659912,1410.22517899025,2820.45035798049,53.0066666665662,347.493333333419,1238.48666666665,1585.98000000007,25513.3333333333,24769.3333333333,25697.3333333333,20393.3333333333,,NONE,-2.66666666667152,CHoCH,,NONE,,NONE,33.3333333333285,246,1956.66666666667,162,,,460.166666666672,449,2037.66666666667,1833.76266666668,1707.61866666668,1605.66666666667,1503.71466666667,1358.56266666666,1173.66666666667,328.140955658731,327.716108099048,983.998019416511,983.573171856828,1639.85508317429,1311.71412751556,2623.42825503112,4.10000000004948,559.893333333282,531.706666666694,1091.59999999998,25513.3333333333,24769.3333333333,25697.3333333333,20393.3333333333,23.3333333333285,BOS,-69.6666666666715,CHoCH,,NONE,,NONE,536.333333333328,170,1854.16666666667,367,421.833333333328,59,707.166666666672,723,,,,,,,,292.272651174266,307.078529756633,891.623832105164,906.429710687546,1490.97501303608,1198.7023618618,2397.40472372361,14.0933333331923,523.506666666581,549.900000000038,1073.40666666662,25513.3333333333,24769.3333333333,25697.3333333333,20393.3333333333,23.3333333333285,BOS,-687.666666666672,CHoCH,,NONE,,NONE,14.236791127256,671,510.365528230678,0,0,0,0
64.8333333333285,157,510.666666666672,104,103.333333333328,38,112.666666666672,148,59.6666666666715,88.5413333333272,180.229333333322,254.333333333328,328.437333333335,433.941333333321,568.333333333328,281.077920024865,418.462335959164,980.618176008895,1118.00259194319,1680.15843199292,1399.08051196806,2798.16102393612,358.993333333434,759.493333333419,762.406666666662,1521.90000000008,25925.3333333333,25181.3333333333,26109.3333333333,20805.3333333333,40.3333333333285,BOS,-272.666666666672,BOS,,NONE,,NONE,445.333333333328,246,1544.66666666667,162,,,48.1666666666715,449,1625.66666666667,1421.76266666668,1295.61866666668,1193.66666666667,1091.71466666667,946.562666666665,761.666666666672,86.2366844899516,737.568108446067,565.094739466163,1388.89953240218,1216.42616342228,1302.66284791223,2605.32569582447,407.899999999951,953.699999999953,119.706666666694,1073.40666666665,25925.3333333333,25181.3333333333,26109.3333333333,20805.3333333333,5.33333333332848,BOS,-155.666666666672,CHoCH,,NONE,,NONE,948.333333333328,170,1442.16666666667,367,833.833333333328,59,295.166666666672,723,,,,,,,,119.727348825734,719.078529756633,479.623832105164,1318.42971068755,1078.97501303608,1198.7023618618,2397.40472372361,426.093333333192,935.506666666581,137.900000000038,1073.40666666662,25925.3333333333,25181.3333333333,26109.3333333333,20805.3333333333,435.333333333328,BOS,-275.666666666672,CHoCH,,NONE,,NONE,14.7930701544163,721,691.563974844401,0,0,0,0
,,323.5,53,,,142,8,648,535.428,465.785999999993,409.5,353.214000000007,273.077999999994,171,715.623897648984,70.2181359304232,1361.02965936754,575.187625788152,2006.43542108612,1290.81152343713,2581.62304687426,317.419999999911,147.160000000091,990.25999999998,1137.42000000007,25313,24569,25497,20193,,NONE,-171,CHoCH,,NONE,,NONE,423,136,300.5,123,,,165.5,125,672,474.467999999993,352.266000000003,253.5,154.733999999997,14.1180000000022,165,506.656693873636,123.467274328985,1136.78066207626,753.591242531606,1766.90463027888,1260.24793640525,2520.49587281049,259.013333333394,268.593333333265,732.040000000023,1000.63333333329,25313,24569,25497,20193,251,CHoCH,-87,CHoCH,,NONE,,NONE,336,170,2054.5,367,221.5,59,907.5,723,,,,,,,,474.51464574151,100.409069037123,1049.43836052014,675.332783815757,1624.36207529878,1149.84742955727,2299.69485911454,240.820000000123,250.399999999936,750.233333333366,1000.6333333333,25313,24569,25497,20193,,NONE,-177,BOS,,NONE,,NONE,7.63815108417555,554,206.358684716509,0,0,0,0
